"","mse","specificity","sensitivity","model","sample_size"
"output_model5_rep1000_n1000.RData.732",0.0452413986165492,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.733",0.0275293884039027,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.734",0.028383688843077,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.735",0.0286411586471223,0.903225806451613,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.736",0.0404279479439321,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.737",0.0283028095053516,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.738",0.0328003781890094,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.739",0.0224391711171059,0.935483870967742,0.857142857142857,5,1000
"output_model5_rep1000_n1000.RData.740",0.0299689796886601,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.741",0.0227755591504484,0.838709677419355,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.742",0.0340702805832347,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.743",0.0278552073630187,0.967741935483871,0.857142857142857,5,1000
"output_model5_rep1000_n1000.RData.744",0.0237486306121303,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.745",0.0387093722790256,0.935483870967742,0.285714285714286,5,1000
"output_model5_rep1000_n1000.RData.746",0.0349454185855445,0.838709677419355,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.747",0.0501246121072253,1,0.142857142857143,5,1000
"output_model5_rep1000_n1000.RData.748",0.0323420353346408,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.749",0.0428947427234463,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.750",0.026822517053343,0.870967741935484,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.751",0.0338474316121391,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.752",0.0333800616858508,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.753",0.032519339622917,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.754",0.0341575260227839,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.755",0.0299020207355275,0.935483870967742,0.857142857142857,5,1000
"output_model5_rep1000_n1000.RData.756",0.0194964454466576,0.903225806451613,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.757",0.0352185795059369,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.758",0.0311362656731975,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.759",0.0552423511498991,1,0.142857142857143,5,1000
"output_model5_rep1000_n1000.RData.760",0.0321069040527889,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.761",0.0228284285692975,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.762",0.0159684764680459,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.763",0.031767305516712,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.764",0.031868647037797,0.870967741935484,0.857142857142857,5,1000
"output_model5_rep1000_n1000.RData.765",0.0364354117040752,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.766",0.0271949200057408,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.767",0.0196100994711076,0.903225806451613,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.768",0.0388853909069173,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.769",0.0210661612960749,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.770",0.0392161088682968,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.771",0.0392287829768994,0.903225806451613,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.772",0.0368383760943276,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.773",0.0412101399855007,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.774",0.0363234838633437,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.775",0.0181261215331074,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.776",0.0444348352463965,1,0.285714285714286,5,1000
"output_model5_rep1000_n1000.RData.777",0.0353216160330518,0.935483870967742,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.778",0.0467589845492031,1,0.285714285714286,5,1000
"output_model5_rep1000_n1000.RData.779",0.0331648648637358,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.780",0.0427134145983002,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.781",0.0317398756375184,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.782",0.0371704292422665,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.783",0.0409250270653016,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.784",0.0475905454175911,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.785",0.0256683088486567,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.786",0.0509464229998705,1,0.285714285714286,5,1000
"output_model5_rep1000_n1000.RData.787",0.0397229987094948,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.788",0.0433494684374026,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.789",0.0256918583568022,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.790",0.0291157142898683,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.791",0.0250578774576547,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.792",0.0467807530888313,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.793",0.0384157329969527,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.794",0.0270277343754517,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.795",0.0364230785080749,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.796",0.0447676476396383,1,0.285714285714286,5,1000
"output_model5_rep1000_n1000.RData.797",0.0321761398924832,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.798",0.0225847682413205,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.799",0.0432200208809862,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.800",0.0345097188741342,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.801",0.0315070901292571,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.802",0.0333506322452902,0.903225806451613,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.803",0.0320496272232602,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.804",0.0293080286589718,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.805",0.0355970108310304,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.806",0.0349410042652641,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.807",0.0378454328706917,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.808",0.0405229370023749,0.870967741935484,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.809",0.0306917671326741,0.903225806451613,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.810",0.0422092602637264,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.811",0.0263118960196676,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.812",0.0419320531672758,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.813",0.0391441767458726,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.814",0.040355821458827,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.815",0.047117699104772,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.816",0.0200512331587927,0.870967741935484,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.817",0.0459310667242023,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.818",0.0274102474997535,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.819",0.0321857358700327,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.820",0.0358789048134555,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.821",0.0385912927153152,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.822",0.0272022018492972,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.823",0.021919361958224,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.824",0.0385430592721808,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.825",0.0271205927058474,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.826",0.0335617314740624,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.827",0.0317575308688001,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.828",0.0361887224113287,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.829",0.0291443381563755,0.935483870967742,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.830",0.0408485487527586,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.831",0.0412193795085748,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.832",0.0466560955076657,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.833",0.0557892258153316,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.834",0.033221170965278,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.835",0.0294536835754795,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.836",0.0246510467315807,0.870967741935484,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.837",0.0335901410205388,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.838",0.0246896884747044,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.839",0.0403675850872174,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.840",0.0211293182064678,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.841",0.0351862729212313,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.842",0.0423134810537998,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.843",0.0277457622217697,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.844",0.0443787012930222,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.845",0.0368131557267843,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.846",0.0515986617103841,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.847",0.0464388700668616,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.848",0.0322723100337909,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.849",0.030703873189538,0.903225806451613,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.850",0.0376301131627821,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.851",0.0223741512678033,1,0.857142857142857,5,1000
"output_model5_rep1000_n1000.RData.852",0.0216359043105273,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.853",0.0467543094103336,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.854",0.0304484282702094,0.903225806451613,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.855",0.0326655761386978,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.856",0.0405461921733733,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.857",0.0355463101590163,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.858",0.0349455667276749,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.859",0.0306078837342013,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.860",0.0267488484365966,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.861",0.0411827989376039,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.862",0.0476527470055664,1,0.285714285714286,5,1000
"output_model5_rep1000_n1000.RData.863",0.0340853971282813,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.864",0.0402698604379091,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.865",0.0426857351290887,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.866",0.0273364233280019,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.867",0.0411362933032219,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.868",0.0354385957570186,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.869",0.0247683380735122,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.870",0.0314455285840964,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.871",0.0248495171465248,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.872",0.0420223654573011,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.873",0.037054718883053,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.874",0.0311893526782379,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.875",0.046791602900642,0.903225806451613,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.876",0.0280280887699247,0.903225806451613,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.877",0.0358669587199267,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.878",0.0319240144862528,0.870967741935484,0.857142857142857,5,1000
"output_model5_rep1000_n1000.RData.879",0.0460767248731541,1,0.285714285714286,5,1000
"output_model5_rep1000_n1000.RData.880",0.0286089880638449,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.881",0.0151722708510448,0.870967741935484,0.857142857142857,5,1000
"output_model5_rep1000_n1000.RData.882",0.0304669172657121,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.883",0.0458877407743303,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.884",0.0389858813220484,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.885",0.0329382871756004,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.886",0.03879476811466,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.887",0.0264070718152298,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.888",0.0184183672638235,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.889",0.0287147258383217,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.890",0.0298982803103362,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.891",0.0371804864303965,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.892",0.023792144245984,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.893",0.0371009514669332,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.894",0.0421034710358352,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.895",0.032418737229674,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.896",0.028065574858805,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.897",0.0294267381815658,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.898",0.0261529426437616,0.838709677419355,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.899",0.0364192929396811,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.900",0.0145414121619406,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.901",0.0452788310074168,1,0.285714285714286,5,1000
"output_model5_rep1000_n1000.RData.902",0.0265417646795606,0.967741935483871,0.857142857142857,5,1000
"output_model5_rep1000_n1000.RData.903",0.0248431142916318,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.904",0.0302054318824565,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.905",0.0275399947282935,0.903225806451613,0.857142857142857,5,1000
"output_model5_rep1000_n1000.RData.906",0.0465964364494246,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.907",0.0914684847763405,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.908",0.0291252413179067,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.909",0.0301805527593643,0.903225806451613,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.910",0.0338484294636986,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.911",0.0606479138123344,0.935483870967742,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.912",0.0372748428234491,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.913",0.0366014270110974,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.914",0.0311839208932285,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.915",0.026997952842779,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.916",0.0402833688435225,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.917",0.0291810716369514,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.918",0.0344932321495749,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.919",0.0400797722855745,0.935483870967742,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.920",0.024840523010209,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.921",0.0246984395685788,0.838709677419355,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.922",0.0225826479638757,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.923",0.0440147293344908,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.924",0.0479936974767812,0.903225806451613,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.925",0.0414176506945647,0.806451612903226,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.926",0.0394630742984979,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.927",0.0395224432009235,0.967741935483871,0.285714285714286,5,1000
"output_model5_rep1000_n1000.RData.928",0.0332818537582519,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.929",0.0391920654028299,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.930",0.0316893537511563,0.935483870967742,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.931",0.0424704658259903,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.932",0.0400004581056804,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.933",0.0238316890518431,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.934",0.0319760349148442,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.935",0.03459300473192,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.936",0.0415396331677904,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.937",0.0421985985333461,0.935483870967742,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.938",0.0283949861476518,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.939",0.0492513403372749,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.940",0.0236334942690294,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.941",0.0216626091633129,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.942",0.0409852602758227,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.943",0.0580755141112667,1,0.142857142857143,5,1000
"output_model5_rep1000_n1000.RData.944",0.0340030978141172,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.945",0.0329520393289453,0.870967741935484,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.946",0.0340267251929733,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.947",0.0248558505655522,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.948",0.0282085145782079,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.949",0.0403716012580815,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.950",0.0314174154949362,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.951",0.0327662078367439,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.952",0.0387049322666215,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.953",0.0369973298065291,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.954",0.0409571374415425,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.955",0.0406981879423492,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.956",0.0209829772630417,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.957",0.0297615568185172,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.958",0.0158724853379345,1,0.857142857142857,5,1000
"output_model5_rep1000_n1000.RData.959",0.0408029590945281,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.960",0.0369049573569153,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.961",0.0390434532849306,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.962",0.0415722054614639,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.963",0.0328468319934376,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.964",0.0325106358774618,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.965",0.0327924361696343,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.966",0.0285491445687096,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.967",0.0390777947568847,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.968",0.0338754144547169,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.969",0.028049230321665,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.970",0.0325011953699827,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.971",0.0429230017702322,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.972",0.0203289056334328,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.973",0.0425717775301126,1,0.285714285714286,5,1000
"output_model5_rep1000_n1000.RData.974",0.0259213767236957,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.975",0.0280746745162695,0.935483870967742,0.857142857142857,5,1000
"output_model5_rep1000_n1000.RData.976",0.0361087773096636,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.977",0.0327522590888055,0.903225806451613,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.978",0.0379406700129483,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.979",0.0205412692225694,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.980",0.0330195840081838,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.981",0.0246112903224639,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.982",0.0437045859488957,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.983",0.033224824173534,0.967741935483871,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.984",0.0450146987069487,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.985",0.0228278819384494,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.986",0.032946761973664,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.987",0.0320158082767932,1,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.988",0.0370789203659885,0.935483870967742,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.989",0.0307754057089181,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.990",0.0360647267284113,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.991",0.046124286000958,0.903225806451613,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.992",0.0479052523982592,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.993",0.0357235223469178,1,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.994",0.0308729397246283,1,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.995",0.0253082207585903,0.967741935483871,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.996",0.0358780393749393,0.935483870967742,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.997",0.0188329479105925,0.935483870967742,0.714285714285714,5,1000
"output_model5_rep1000_n1000.RData.998",0.0330145178516879,0.967741935483871,0.428571428571429,5,1000
"output_model5_rep1000_n1000.RData.999",0.0392019100835269,0.903225806451613,0.571428571428571,5,1000
"output_model5_rep1000_n1000.RData.1000",0.0352575796160263,0.967741935483871,0.428571428571429,5,1000
"output_model6_rep1000_n1500.RData.1",0.0399207635505874,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.2",0.0295834169044387,0.870967741935484,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.3",0.0363178179769717,0.870967741935484,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.4",0.0298404343671462,0.870967741935484,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.5",0.0376429267018189,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.6",0.0302854644755482,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.7",0.023329081335846,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.8",0.0174048182727285,0.935483870967742,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.9",0.0215781492567906,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.10",0.0333215191524976,0.903225806451613,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.11",0.0169662462245032,0.903225806451613,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.12",0.0318370810799973,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.13",0.0307709965045469,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.14",0.0248549285655747,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.15",0.0325294257888285,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.16",0.0288184780582839,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.17",0.0205214310619196,0.67741935483871,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.18",0.0429028658399365,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.19",0.0232147957451463,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.20",0.0256640474087755,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.21",0.0311934288276174,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.22",0.0300863003618924,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.23",0.0319895598286987,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.24",0.024968738530508,0.903225806451613,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.25",0.0271845738378774,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.26",0.0365939876770497,1,0.571428571428571,6,1500
