"","mse","specificity","sensitivity","model","sample_size"
"output_model6_rep1000_n1500.RData.27",0.0256047007984606,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.28",0.0318345681079908,0.806451612903226,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.29",0.0414830938381979,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.30",0.0254010134619754,1,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.31",0.0297059417383904,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.32",0.0417029915413159,0.935483870967742,1,6,1500
"output_model6_rep1000_n1500.RData.33",0.02538959851846,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.34",0.0351766364592577,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.35",0.0202006485645183,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.36",0.0273539235498363,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.37",0.0338231222744096,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.38",0.0319144658530748,0.838709677419355,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.39",0.0285928500926186,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.40",0.0264633209140056,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.41",0.0321771864260523,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.42",0.0322686562322719,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.43",0.0389993716840094,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.44",0.024276303167573,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.45",0.0348081403365201,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.46",0.0258445541795814,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.47",0.0244020195568917,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.48",0.0275686731998059,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.49",0.0319547781371103,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.50",0.0335755631951437,0.967741935483871,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.51",0.0285082723577579,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.52",0.0372347822741324,0.870967741935484,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.53",0.0294972525232085,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.54",0.0271844523715936,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.55",0.0141823098008542,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.56",0.0262008245152317,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.57",0.0236471787107683,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.58",0.0254508546195649,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.59",0.0334818605506527,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.60",0.0224217499811483,0.967741935483871,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.61",0.0268959486132353,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.62",0.030926031389072,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.63",0.033341963722525,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.64",0.0274241265826415,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.65",0.0224820190419731,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.66",0.0304729319403745,0.838709677419355,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.67",0.0265427844542671,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.68",0.0304298035769537,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.69",0.0353227073279438,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.70",0.0268863656981994,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.71",0.0235786671967352,0.870967741935484,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.72",0.039441685989782,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.73",0.0285923335352226,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.74",0.0427109934858009,1,0.285714285714286,6,1500
"output_model6_rep1000_n1500.RData.75",0.0262492795584515,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.76",0.0283289386823806,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.77",0.0349949273996313,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.78",0.0320442462173272,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.79",0.0243794147270983,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.80",0.0288595893921527,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.81",0.0203120931570063,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.82",0.0346656973199449,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.83",0.0284401575391001,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.84",0.0367667663498989,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.85",0.02495412469165,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.86",0.0202638351932329,0.903225806451613,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.87",0.024377180082305,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.88",0.0316873668598713,0.967741935483871,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.89",0.0299562773860894,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.90",0.0243703432334778,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.91",0.0300636179102612,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.92",0.0251268428783866,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.93",0.0230726931755496,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.94",0.0260030396554191,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.95",0.0317167630471091,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.96",0.0207334660110818,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.97",0.0294175853873626,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.98",0.0326532852529888,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.99",0.0286304794334036,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.100",0.030476849865596,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.101",0.0205713941021672,0.903225806451613,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.102",0.0371770850796497,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.103",0.0290110320771794,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.104",0.0208304676018764,0.806451612903226,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.105",0.0248624858269192,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.106",0.0371005229718266,0.903225806451613,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.107",0.0225087657804382,0.935483870967742,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.108",0.0267528329912477,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.109",0.0421074342551667,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.110",0.0221503861198208,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.111",0.022193358342807,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.112",0.023363481910671,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.113",0.0326513988885586,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.114",0.0295662281300689,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.115",0.0181538462829896,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.116",0.0267929696917421,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.117",0.0314924735009112,0.967741935483871,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.118",0.0321674242152278,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.119",0.0175967137413372,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.120",0.0236611086335853,0.935483870967742,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.121",0.0263459763567276,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.122",0.0247893814414579,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.123",0.0195066314310263,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.124",0.0400773928609916,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.125",0.0271348284860617,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.126",0.0146341773542684,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.127",0.0322513138091499,0.967741935483871,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.128",0.0389426555554364,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.129",0.0327710251564099,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.130",0.0367406805963397,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.131",0.0293825912526515,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.132",0.0348080820670065,0.903225806451613,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.133",0.031101701512794,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.134",0.0310064916254642,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.135",0.0355787564510802,0.967741935483871,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.136",0.023687620789441,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.137",0.0303887085967751,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.138",0.0364059958221389,0.967741935483871,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.139",0.0287825209765656,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.140",0.0318925211608754,0.935483870967742,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.141",0.0359252166684913,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.142",0.0421191607202636,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.143",0.0366869578574413,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.144",0.0282763875890371,1,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.145",0.0364318177861352,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.146",0.0333624840959155,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.147",0.030386783593941,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.148",0.0278027557520233,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.149",0.0334586573838155,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.150",0.0276742048089607,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.151",0.0348150217741182,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.152",0.0179448039755223,0.870967741935484,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.153",0.0270065552352898,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.154",0.0320944491741514,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.155",0.0412731230089259,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.156",0.0307366965337081,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.157",0.0253084211192484,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.158",0.020545192025497,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.159",0.0198534418989582,0.903225806451613,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.160",0.0379528069322996,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.161",0.0344116032405022,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.162",0.0215705582607679,0.903225806451613,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.163",0.031975900617773,0.870967741935484,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.164",0.028811628431309,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.165",0.0374760035178083,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.166",0.0264620467611296,0.838709677419355,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.167",0.0357225997579336,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.168",0.0272296683476338,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.169",0.0254336092253068,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.170",0.0422587925195316,1,0.285714285714286,6,1500
"output_model6_rep1000_n1500.RData.171",0.0387094900216068,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.172",0.0242783480872203,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.173",0.021388917924874,0.967741935483871,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.174",0.0290397247680632,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.175",0.0384151489281305,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.176",0.0217301879966932,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.177",0.0312823549112517,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.178",0.0364167608400817,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.179",0.0284729886879917,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.180",0.0148693160154909,0.935483870967742,1,6,1500
"output_model6_rep1000_n1500.RData.181",0.0201872366645631,0.967741935483871,0.857142857142857,6,1500
"output_model6_rep1000_n1500.RData.182",0.0258608968645293,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.183",0.0424347471543851,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.184",0.0304100518477032,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.185",0.0262039027497199,0.967741935483871,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.186",0.0321868324823529,0.870967741935484,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.187",0.0305741082681428,0.903225806451613,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.188",0.0457242511129087,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.189",0.040574086744558,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.190",0.0335123473645613,1,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.191",0.0242644268840342,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.192",0.0266082408301163,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.193",0.0286725044218135,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.194",0.0307000166553593,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.195",0.0248226936360612,1,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.196",0.0180084559651887,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.197",0.0316686440012435,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.198",0.0310746240852771,0.903225806451613,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.199",0.021532472228738,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.200",0.0338288200019503,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.201",0.0275427037022311,1,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.202",0.0301064106644287,0.935483870967742,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.203",0.0347427904294903,0.935483870967742,0.571428571428571,6,1500
"output_model6_rep1000_n1500.RData.204",0.0409594179232739,0.967741935483871,0.428571428571429,6,1500
"output_model6_rep1000_n1500.RData.205",0.023925243705,0.967741935483871,0.714285714285714,6,1500
"output_model6_rep1000_n1500.RData.206",0.0389283091002692,1,0.428571428571429,6,1500
